Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2019-01-02,37.61785125732422,37.839386848487095,36.73886211985297,36.896080457482114,148158800
2019-01-03,33.87083435058594,34.71170924937219,33.8255741979129,34.29722555279616,365248800
2019-01-04,35.316768646240234,35.3858511031802,34.25436144120058,34.42825251888473,234428400
2019-01-07,35.23814392089844,35.45253352215503,34.75458147456687,35.42156528719401,219111200
2019-01-08,35.909908294677734,36.164792970547246,35.37870469883395,35.626439780307315,164101200
2019-01-09,36.51970291137695,36.8103172407821,35.64309837562767,36.03852127231397,180396400
2019-01-10,36.63643264770508,36.676927617426905,35.93609975244225,36.326761169795496,143122800
2019-01-11,36.27674102783203,36.612615608918475,36.09093884143746,36.41728668965994,108092800
2019-01-14,35.73124313354492,36.03376867647788,35.54544096003209,35.93372163187635,129756800
2019-01-15,36.46255111694336,36.538775893087994,35.74316093670541,35.79556706051702,114843600
2019-01-16,36.907989501953125,37.131905854686835,36.445864882016686,36.46492197956527,122278800
2019-01-17,37.12714767456055,37.55592336335541,36.50780460910458,36.73172100407359,119284800
2019-01-18,37.35581970214844,37.60831986688622,37.15572200869275,37.51779956829363,135004000
2019-01-22,36.517330169677734,37.33438282804455,36.35534664867075,37.25815806827708,121576000
2019-01-23,36.66501998901367,36.95563439699075,36.13619728825342,36.71980687861818,92522400
2019-01-24,36.3744010925293,36.798411510579946,36.145723195146964,36.71027561625234,101766000
2019-01-25,37.57974624633789,37.66788580339846,36.760312613511495,37.03663152428315,134142000
2019-01-28,37.23195266723633,37.23909862442794,36.603082990987026,37.11046412543963,104768400
2019-01-29,36.84606170654297,37.66788332981554,36.71028485233091,37.2200505188462,166348800
2019-01-30,39.363914489746094,39.5783004672499,38.16810802124798,38.88749797549803,244439200
2019-01-31,39.64739227294922,40.257204973829765,39.199559480528016,39.56878309333675,162958400
2019-02-01,39.66643524169922,40.25242544854746,39.52588962440958,39.77124744383965,130672400
2019-02-04,40.793174743652344,40.89084102706236,39.84748742377698,39.87845566846077,125982000
2019-02-05,41.49111557006836,41.705505198302404,41.05519762567575,41.17668253733617,144406400
2019-02-06,41.50540542602539,41.822222824297604,41.17429611478544,41.60306804289466,112958400
2019-02-07,40.71932601928711,41.43395089534404,40.57639959016769,41.06710809016357,126966800
2019-02-08,40.76716232299805,40.82696978947142,40.29109357574107,40.42745635147224,95280000
2019-02-11,40.5327262878418,40.95855893207921,40.48966665155167,40.920281266248566,83973600
2019-02-12,40.88200759887695,40.9083230404144,40.59732336325164,40.6930175371876,89134000
2019-02-13,40.71214294433594,41.26237244865827,40.649944483984534,41.001612731729914,89960800
2019-02-14,40.860469818115234,40.97051353375331,40.52076378013357,40.599710089365466,87342800
2019-02-15,40.769561767578125,41.07577576743532,40.609278162212156,40.968123035515944,98507200
2019-02-19,40.891571044921875,41.013580648024224,40.547083004759976,40.59971388249842,75891200
2019-02-20,41.15472412109375,41.46333277165954,40.90592660274059,40.953771858151704,104457600
2019-02-21,40.922672271728516,41.23606290385882,40.74085883448169,41.09970373851349,68998800
2019-02-22,41.37959671020508,41.38677331528308,40.99922203963624,41.04706729027582,75652800
2019-02-25,41.681026458740234,42.07336336758773,41.61404237554862,41.66428226312171,87493600
2019-02-26,41.704952239990234,41.93700555357512,41.42744465771321,41.556630858244425,68280800
2019-02-27,41.83413314819336,41.865234204574406,41.3221812873632,41.437014272296885,111341600
2019-02-28,41.42265319824219,41.843700132789515,41.3676313466987,41.70255537648484,112861600
2019-03-01,41.858062744140625,41.90112238101423,41.36046403267698,41.692993502073456,103544800
2019-03-04,42.06858444213867,42.52311984674224,41.6188310078529,42.03030677744222,109744800
2019-03-05,41.992027282714844,42.10446563638617,41.75518834938098,42.09011242534028,78949600
2019-03-06,41.75040817260742,41.98246149544059,41.611654375939004,41.78629120176347,83241600
2019-03-07,41.26716995239258,41.73127667968283,41.1523405885388,41.59491384418924,99185600
2019-03-08,41.36524963378906,41.40352730012009,40.549474665610056,40.745644967787186,95997600
2019-03-11,42.79823303222656,42.85086390887419,41.9489697007088,41.982461744906466,128044000
2019-03-12,43.27907943725586,43.70012272136719,42.910663369594886,43.06137936548877,129870400
2019-03-13,43.47047424316406,43.850848973774454,43.281480545321195,43.59965680531806,124130000
2019-03-14,43.95372009277344,44.04223766135387,43.673821474024535,43.99438874845221,94318000
2019-03-15,44.52547836303711,44.814948216738216,43.95611354846151,44.22165894635413,156171600
2019-03-18,44.98000717163086,45.06852106720787,44.446521862203355,44.44891649745156,104879200
2019-03-19,44.623558044433594,45.21206527171253,44.47762764277541,45.058958264264525,126585600
2019-03-20,45.01350402832031,45.33168026989481,44.19294347892103,44.551788370121876,124140800
2019-03-21,46.67136764526367,46.968014081984975,45.40823386690065,45.458473759949264,204136800
2019-03-22,45.70488739013672,47.29337427590893,45.640294274876,46.7311823752984,169630800
2019-03-25,45.15225601196289,45.927358609615716,44.64030413374622,45.814920256190476,175381200
2019-03-26,44.68575668334961,46.142669720394025,44.157060586216474,45.85080891595458,199202000
2019-03-27,45.08766555786133,45.396270563858714,44.6283445266499,45.15464964676555,119393600
2019-03-28,45.14747619628906,45.34842847704672,44.8627919733694,45.2024980623719,83121600
2019-03-29,45.44172668457031,45.47282774509854,45.10441159077078,45.41302025968838,94256000
2019-04-01,45.750328063964844,45.855586155213935,45.066130393873266,45.84601856523079,111448000
2019-04-02,46.4153938293457,46.52065558665947,45.70488061783693,45.71444820924764,91062800
2019-04-03,46.733558654785156,47.008671557446235,46.20724999695969,46.231174445172954,93087200
2019-04-04,46.81489944458008,46.977574023468094,46.204862473032904,46.599590345608895,76457200
2019-04-05,47.128299713134766,47.152224168056726,46.87232191683512,46.99672251178258,74106400
2019-04-08,47.869903564453125,47.90100096863392,46.97039682086633,46.989535650555254,103526800
2019-04-09,47.72637176513672,48.5277935030408,47.661778660948016,47.922542062910146,143072800
2019-04-10,47.99431228637695,48.02302236315101,47.41059061354983,47.53020559075672,86781200
2019-04-11,47.59479522705078,48.08521732787959,47.47278927333321,48.04933429748006,83603200
2019-04-12,47.57564926147461,47.87947225795818,46.93930049885014,47.65459556687704,111042800
2019-04-15,47.661781311035156,47.8101063603956,47.36992048371341,47.506283305653916,70146400
2019-04-16,47.666561126708984,48.17372738438398,47.50149189935205,47.71680101561021,102785600
2019-04-17,48.59477233886719,48.654579815816376,47.513452133525476,47.73593419560427,115627200
2019-04-18,48.76941680908203,48.838791887081165,48.44884955837286,48.59238533537911,96783200
2019-04-22,48.9296875,49.027772627759255,48.40577347407819,48.52299743045083,77758000
2019-04-23,49.63542175292969,49.70001485209425,48.77897821899976,48.90576978194872,93292000
2019-04-24,49.558868408203125,49.87464998724384,49.53255297241984,49.606713659529454,70162400
2019-04-25,49.10912322998047,49.7024124764622,49.070845562372796,49.47993037791629,74172800
2019-04-26,48.87466812133789,49.04212831722745,48.35314505372925,49.01820386766102,74596400
2019-04-29,48.94883346557617,49.27418629872509,48.76941102781814,48.89859357684603,88818800
2019-04-30,48.006263732910156,48.65936033968653,47.63306567189509,48.57802304953885,186139600
2019-05-01,50.36268615722656,51.50859592194666,50.05407750166166,50.20957914721546,259309200
2019-05-02,50.034934997558594,50.87223969563154,49.79092311380709,50.200004222093234,127985200
2019-05-03,50.65694046020508,50.678470279001594,50.29330992452947,50.45120256308905,83569600
2019-05-06,49.87465286254883,49.960775780044735,48.68328887915453,48.872278910414465,129772400
2019-05-07,48.530181884765625,49.62106973967451,48.04454543751767,49.25265726776047,155054800
2019-05-08,48.53974533081055,49.123466871841444,48.26463240549515,48.300515430411565,105358000
2019-05-09,48.01823425292969,48.24789295306125,47.04696127241334,47.94167891931302,139634400
2019-05-10,47.3530158996582,47.754071662583286,46.2939518022013,47.41065351176873,164834800
2019-05-13,44.60087966918945,45.50384683187494,43.911646920796755,45.07878186043574,229722400
2019-05-14,45.30692672729492,45.55668236546446,44.52643531944236,44.766586521858535,146118800
2019-05-15,45.84967041015625,46.048996362171025,44.672930899784056,44.7329687046891,106178800
2019-05-16,45.6479377746582,46.22189896136479,45.35014898548038,45.60711251285755,132125600
2019-05-17,45.38856887817383,45.84485461277008,44.85062896487243,44.89145422201707,131516400
2019-05-20,43.96928024291992,44.27187308579342,43.294455989235885,44.07254715951819,154449200
2019-05-21,44.81220626831055,45.14841641413889,44.35591688249692,44.48079650712563,113459200
2019-05-22,43.89482879638672,44.598473601720784,43.83959505554171,44.346314150465695,118994400
2019-05-23,43.14556884765625,43.356899428389916,42.701287627124074,43.17918987171048,146118800
2019-05-24,42.979854583740234,43.741133342206446,42.895800209655654,43.27523949265052,94858800
2019-05-28,42.80213928222656,43.368896153975726,42.72529281820786,42.96784416529964,111792800
2019-05-29,42.598018646240234,43.071116776934666,42.26660883616166,42.367471894790725,113924800
2019-05-30,42.8189582824707,43.04229713219423,42.4275106667513,42.73490389947276,84873600
2019-05-31,42.04327392578125,42.744515016451864,42.02406138932795,42.32184654331252,108174400
2019-06-03,41.618202209472656,42.727699541313214,40.89054439256211,42.17055068266843,161584400
2019-06-04,43.1407585144043,43.186387825636224,41.911185625871745,42.13212427525392,123872000
2019-06-05,43.837188720703125,44.42556196184433,43.500978580978746,44.255053035288306,119093600
2019-06-06,44.48080062866211,44.5408384220099,43.743534767431555,43.96687726418169,90105200
2019-06-07,45.66475296020508,46.08982164511094,44.612893109722116,44.79060266707343,122737600
2019-06-10,46.248313903808594,46.9183340723606,46.01776716255535,46.06339647229206,104883600
2019-06-11,46.783851623535156,47.069632119136514,46.49327074262788,46.79585991563247,107731600
