Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2019-01-02,134.93971252441406,136.75972972910066,127.85856463119185,128.2862264104255,28146200
2019-01-03,131.02120971679688,136.42157543312533,130.40458222241264,133.95511098219197,22717900
2019-01-04,137.1973114013672,137.24704162546868,133.0202305609162,133.27880648049668,29002100
2019-01-07,137.29676818847656,138.11228617496644,135.16844516327615,136.809436286131,20089300
2019-01-08,141.75234985351562,142.3590222780577,138.7786579405084,139.126754397825,26263800
2019-01-09,143.44305419921875,143.91049101938185,140.499212922803,142.17003929446577,22205900
2019-01-10,143.41322326660156,143.77125966744137,140.0715552506083,142.29933898644884,16125000
2019-01-11,143.01541137695312,144.5668973842867,141.79212666740705,142.36894875687406,12908000
2019-01-14,144.5967254638672,145.77029506340318,140.49920977934033,141.22522251919784,20520300
2019-01-15,148.13731384277344,149.85787057515233,145.19347233799516,145.2133522900085,24069000
2019-01-16,146.7349853515625,148.8334733733918,146.1979383776144,148.18702597458875,18025700
2019-01-17,147.49085998535156,148.18703766410272,145.700677971752,146.14821968126807,15787900
2019-01-18,149.2213592529297,151.59831855375347,147.73949856247353,148.9329482007615,31029600
2019-01-22,146.7648468017578,150.7032320453386,145.57138201227497,148.38594299735985,22378700
2019-01-23,143.51268005371094,147.9881273619834,142.2794402211278,147.47096031276664,20098400
2019-01-24,145.03433227539062,145.64100463429529,141.74239454161773,143.85082265920485,20955500
2019-01-25,148.19699096679688,149.01252430348444,145.74046615580022,146.67533991228143,22237200
2019-01-28,146.66539001464844,148.14726588750355,145.41227016497243,147.242227297192,15508500
2019-01-29,143.4032745361328,147.29194447926986,142.64741152743113,147.28198932881796,17632100
2019-01-30,149.5992889404297,150.1263959839563,144.90504060237242,145.42220767026967,44613200
2019-01-31,165.780517578125,170.74328170103792,164.09973603549406,164.69646841856436,77233600
2019-02-01,164.80587768554688,168.1773809269243,164.7561474550356,164.93515807423327,30806500
2019-02-04,168.3265380859375,168.37626831102537,162.7272516378976,164.7959045621744,20036000
2019-02-05,170.2261199951172,171.0416380176596,167.7695956016407,168.22707725011878,22557000
2019-02-06,169.55978393554688,171.52897648019896,168.34643924249494,170.26590156027743,13281200
2019-02-07,165.47222900390625,168.3166253379533,164.34838947237128,167.28229112073447,17517600
2019-02-08,166.41705322265625,166.45682830634766,163.3140807264529,163.5726567092907,12561400
2019-02-11,164.8854217529297,167.38173658234626,164.17930410257495,166.9839099284875,12811200
2019-02-12,164.13954162597656,167.42153999191663,163.60249452180418,165.94961906239078,16292300
2019-02-13,163.17481994628906,165.31308319541048,162.83666349726653,164.47766998719388,14205100
2019-02-14,163.0554656982422,163.97044424457462,161.36474414142066,162.29961781445505,12755200
2019-02-15,161.61338806152344,163.80138166478764,159.98233662903166,163.6124158906607,15504400
2019-02-19,161.40452575683594,163.25437805112938,159.4552281760752,159.6242988210519,14345400
2019-02-20,161.6730499267578,162.8267244641349,160.37019987831266,161.364743753527,11770700
2019-02-21,159.16677856445312,161.35478700287874,158.71923690224193,161.04646568616704,15607800
2019-02-22,161.00672912597656,161.52389626017955,159.43534776956008,159.70387890133398,15858500
2019-02-25,163.72181701660156,165.1639178565537,162.01120024174486,162.18028606443656,18737100
2019-02-26,163.23448181152344,165.33296987590055,162.90628053030417,163.44332751514114,13784100
2019-02-27,161.9216766357422,163.03556085611126,159.5347775419415,162.0111819372645,12697500
2019-02-28,160.56910705566406,162.60792505321203,159.98232980616322,161.48408560798794,11114200
2019-03-01,161.3945770263672,162.23994538093137,160.80779978877015,161.71283834708524,11097800
2019-03-04,166.45680236816406,166.58609792720418,162.93612375189323,163.00573393139052,18894700
2019-03-05,170.3255615234375,170.94218898359048,165.64126883928262,166.45678684388878,28187900
2019-03-06,171.56875610351562,172.62298534427387,170.335531427459,171.95662760252296,21531700
2019-03-07,168.20721435546875,170.80297453674174,166.69550338108417,170.5642785379856,18306500
2019-03-08,168.6746368408203,168.69451679070576,165.0644379416228,165.29317876957958,13184800
2019-03-11,171.1311798095703,173.34900850475367,170.64384782497677,170.66374295255133,18884000
2019-03-12,170.9819793701172,172.85172669161776,170.28580170004838,171.15105000602426,12155300
2019-03-13,172.42405700683594,173.08045956936323,171.18087723335287,171.37979813753762,11973300
2019-03-14,169.2415313720703,170.21618013184838,167.24250362307407,168.83376473641073,18037400
2019-03-15,165.0743865966797,166.66566285217706,161.62331816830365,166.24795624960439,37135400
2019-03-18,159.59445190429688,163.0057300058916,158.41094230152817,162.67754389175255,37524200
2019-03-19,160.68846130371094,162.92618502435073,159.94255339683102,160.59894082147858,25611500
2019-03-20,164.53733825683594,165.2136207958598,160.36025708932718,160.61883302915365,20211500
2019-03-21,165.173828125,165.482134259982,162.85653936217196,163.9903186322369,16223000
2019-03-22,163.44332885742188,166.50652566509072,163.19469290071694,164.7461788424702,16389200
2019-03-25,165.38270568847656,165.63134167435322,161.1161188480692,162.1106627915758,12631200
2019-03-26,166.7650909423828,168.5254376525362,165.44236109169108,166.43690485497018,15437900
2019-03-27,164.96498107910156,168.0182379372491,163.8908719160823,166.93418879907085,10620300
2019-03-28,164.64674377441406,165.8103583028816,162.43885512792627,163.67209501284503,10443000
2019-03-29,165.780517578125,166.2777895055053,163.91077027500396,165.48215138658986,13455500
2019-04-01,167.77955627441406,167.97846202331343,166.3673057290319,166.91430792015709,10381500
2019-04-02,173.2495574951172,173.9457352428523,168.62493407930694,169.21171138271677,23946500
2019-04-03,172.5931396484375,176.9890369879235,172.00636239663868,173.54790845816498,27391100
2019-04-04,175.0596160888672,177.02880870054364,174.5722841298135,175.0596160888672,17847700
2019-04-05,174.76124572753906,176.03426063560687,174.14463339956285,175.91492023033013,9594100
2019-04-08,173.9755401611328,174.54243741305552,173.27936253419327,174.25402638744274,7297400
2019-04-09,176.61109924316406,178.21231545357313,174.59217643554416,174.66178661397853,19751000
2019-04-10,176.84979248046875,177.81448604141713,175.57676240689077,177.20781369347972,11701500
2019-04-11,176.54147338867188,177.42661680834283,176.03426148825417,177.2675013257147,8071000
2019-04-12,178.12281799316406,178.6499250444432,176.97908340648377,177.02881363643257,12329800
2019-04-15,178.6697998046875,179.51516816264808,175.90496906586515,177.52608042677386,10834800
2019-04-16,177.89405822753906,179.18696830132683,177.32717610954967,178.0233537875784,11215200
2019-04-17,177.8045654296875,179.75387824084063,177.3868587934839,178.6200987495633,9973700
2019-04-18,177.30728149414062,177.9040138916203,176.37240782000555,177.824448560254,11655600
2019-04-22,180.45004272460938,180.67878356622342,177.27744534201585,177.27744534201585,13389900
2019-04-23,182.7772674560547,183.21486917794178,180.48981356698525,181.74294852975913,19954800
2019-04-24,181.5838165283203,184.12984633624404,180.65888286380454,183.4833989090337,37289900
2019-04-25,192.20553588867188,197.39705591600622,191.0717565249744,195.90524016506038,54148800
2019-04-26,190.44520568847656,191.84750097170632,188.05829136334958,191.44968950528585,22075000
2019-04-29,193.71726989746094,194.34383744384846,189.6097985165408,189.90816473746514,19641300
2019-04-30,192.34478759765625,196.31302329215632,191.23090326609238,193.1304857908768,23494700
2019-05-01,191.976806640625,195.10961383644303,191.9569115135955,193.71725845508735,15996600
2019-05-02,191.4795379638672,192.94151872702722,188.71470710542997,191.94697481606315,13209500
2019-05-03,194.4034881591797,195.08972584583253,192.6530964410992,193.31943900154235,14575400
2019-05-06,192.82217407226562,193.21998555768607,189.51034110054326,190.19657881209864,13994900
2019-05-07,188.7345733642578,191.84748501006496,186.8250511683486,191.48944864986115,16253000
2019-05-08,188.50582885742188,189.67939845562648,187.5212401885287,188.3566533547212,12505700
2019-05-09,187.62069702148438,188.73459648721837,185.24373775366263,186.17861142959455,12967000
2019-05-10,187.3123779296875,188.96332429990966,183.58283863429455,187.2228726287263,12578500
2019-05-13,180.5494842529297,184.41825923100436,179.8533065914898,182.4987968804962,16833300
