Price,Close,High,Low,Open,Volume
Ticker,GOLD,GOLD,GOLD,GOLD,GOLD
Date,,,,,
2019-01-02,11.457695007324219,11.973727883573565,11.413963181441337,11.929996891805885,16483420
2019-01-03,11.370230674743652,11.667606072003066,11.204050747277297,11.632620780214614,19135938
2019-01-04,11.448949813842773,11.518920409789695,11.072857235041594,11.274023323975468,17190083
2019-01-07,11.300261497497559,11.623875695343688,11.274022733919564,11.597636931765694,12280422
2019-01-08,10.792973518371582,11.20405134438001,10.666151307557682,11.169066050727071,26759613
2019-01-09,10.889180183410645,11.020375627858359,10.78422432832147,10.897926713196824,15226931
2019-01-10,10.810463905334473,10.96352485176774,10.757986390858242,10.915419768401986,12478832
2019-01-11,10.88043212890625,11.090344643783716,10.801715874206431,10.88043212890625,14400595
2019-01-14,10.757986068725586,11.04661489204743,10.723000782084,11.002883075216689,16571543
2019-01-15,10.373147964477539,10.784225743091886,10.285685157486574,10.714255163853073,15370170
2019-01-16,10.364401817321777,10.434372393520341,10.233206361363173,10.32066999866891,10685008
2019-01-17,10.408132553100586,10.486849657971362,10.294430995081736,10.373147265837469,8604471
2019-01-18,10.311922073364258,10.425624452836741,10.18947316452121,10.29442984873808,13766691
2019-01-22,10.303177833557129,10.478104289265671,10.075773858193594,10.443118998123962,15022385
2019-01-23,10.29443073272705,10.39064006171996,10.128249996876093,10.285684202605417,9707792
2019-01-24,10.364401817321777,10.408132801859582,10.241952891916759,10.259445118908868,11714821
2019-01-25,10.714255332946777,10.749240623118325,10.53058235101737,10.53058235101737,13465715
2019-01-28,10.792973518371582,10.985393050520344,10.757988224718643,10.836705343966555,12814522
2019-01-29,11.309004783630371,11.370228825775433,10.880433986269885,10.924165802422793,18753268
2019-01-30,11.413960456848145,11.623872170040316,11.160316928212184,11.274019314720029,17994122
2019-01-31,11.71133804321289,11.720083740684121,11.413962642196834,11.527665050474454,20388902
2019-02-01,11.588888168334961,11.720082795085169,11.378976431888592,11.68509750567744,12580239
2019-02-04,11.676350593566895,11.70258934936283,11.387721777466592,11.405214003292212,11307906
2019-02-05,11.685101509094238,11.720086810488233,11.475189700730269,11.693848042971583,8722328
2019-02-06,11.580141067504883,11.71133652191303,11.501423961683006,11.501423961683006,11835202
2019-02-07,11.667604446411133,11.74194828536801,11.518916768497375,11.527663298754662,14888706
2019-02-08,11.912501335144043,12.008710664662646,11.720081841991812,11.728828372161239,14309666
2019-02-11,11.746322631835938,11.9037560203849,11.746322631835938,11.816293212105501,11737281
2019-02-12,11.693843841552734,11.999965744351817,11.658858552728418,11.877516816409168,12337050
2019-02-13,11.212796211242676,11.518918133606032,11.04661628723537,11.370230438071275,24615437
2019-02-14,11.291515350341797,11.418337574508847,11.125335396521999,11.195305991195102,14555312
2019-02-15,11.326499938964844,11.370231766427997,11.107841635764306,11.239037118153767,12375781
2019-02-19,11.851278305053711,11.97372640143055,11.396468706753744,11.448947058140316,22808950
2019-02-20,12.034954071044922,12.279851154632178,11.909880985487794,11.964983475734277,28876718
